image_path,mask_path,training_stage
training_input_original/ISIC_0002885.jpg,training_output_mask/ISIC_0002885_segmentation.png,Training
training_input_original/ISIC_0002948.jpg,training_output_mask/ISIC_0002948_segmentation.png,Training
training_input_original/ISIC_0002975.jpg,training_output_mask/ISIC_0002975_segmentation.png,Training
training_input_original/ISIC_0002976.jpg,training_output_mask/ISIC_0002976_segmentation.png,Training
training_input_original/ISIC_0003005.jpg,training_output_mask/ISIC_0003005_segmentation.png,Training
training_input_original/ISIC_0003174.jpg,training_output_mask/ISIC_0003174_segmentation.png,Training
training_input_original/ISIC_0003308.jpg,training_output_mask/ISIC_0003308_segmentation.png,Training
training_input_original/ISIC_0003346.jpg,training_output_mask/ISIC_0003346_segmentation.png,Training
training_input_original/ISIC_0003462.jpg,training_output_mask/ISIC_0003462_segmentation.png,Training
training_input_original/ISIC_0003539.jpg,training_output_mask/ISIC_0003539_segmentation.png,Training
training_input_original/ISIC_0003559.jpg,training_output_mask/ISIC_0003559_segmentation.png,Training
training_input_original/ISIC_0003582.jpg,training_output_mask/ISIC_0003582_segmentation.png,Training
training_input_original/ISIC_0003657.jpg,training_output_mask/ISIC_0003657_segmentation.png,Training
training_input_original/ISIC_0003728.jpg,training_output_mask/ISIC_0003728_segmentation.png,Training
training_input_original/ISIC_0003805.jpg,training_output_mask/ISIC_0003805_segmentation.png,Training
training_input_original/ISIC_0004110.jpg,training_output_mask/ISIC_0004110_segmentation.png,Training
training_input_original/ISIC_0004115.jpg,training_output_mask/ISIC_0004115_segmentation.png,Training
training_input_original/ISIC_0004168.jpg,training_output_mask/ISIC_0004168_segmentation.png,Training
training_input_original/ISIC_0004309.jpg,training_output_mask/ISIC_0004309_segmentation.png,Training
training_input_original/ISIC_0004337.jpg,training_output_mask/ISIC_0004337_segmentation.png,Training
training_input_original/ISIC_0004346.jpg,training_output_mask/ISIC_0004346_segmentation.png,Training
training_input_original/ISIC_0000332.jpg,training_output_mask/ISIC_0000332_segmentation.png,Training
training_input_original/ISIC_0000353.jpg,training_output_mask/ISIC_0000353_segmentation.png,Training
training_input_original/ISIC_0000376.jpg,training_output_mask/ISIC_0000376_segmentation.png,Training
training_input_original/ISIC_0000395.jpg,training_output_mask/ISIC_0000395_segmentation.png,Training
training_input_original/ISIC_0000425.jpg,training_output_mask/ISIC_0000425_segmentation.png,Training
training_input_original/ISIC_0000456.jpg,training_output_mask/ISIC_0000456_segmentation.png,Training
training_input_original/ISIC_0000481.jpg,training_output_mask/ISIC_0000481_segmentation.png,Training
training_input_original/ISIC_0000499.jpg,training_output_mask/ISIC_0000499_segmentation.png,Training
training_input_original/ISIC_0000519.jpg,training_output_mask/ISIC_0000519_segmentation.png,Training
training_input_original/ISIC_0000537.jpg,training_output_mask/ISIC_0000537_segmentation.png,Training
training_input_original/ISIC_0000556.jpg,training_output_mask/ISIC_0000556_segmentation.png,Training
training_input_original/ISIC_0001142.jpg,training_output_mask/ISIC_0001142_segmentation.png,Training
training_input_original/ISIC_0001254.jpg,training_output_mask/ISIC_0001254_segmentation.png,Training
training_input_original/ISIC_0001769.jpg,training_output_mask/ISIC_0001769_segmentation.png,Training
training_input_original/ISIC_0002476.jpg,training_output_mask/ISIC_0002476_segmentation.png,Training
training_input_original/ISIC_0004985.jpg,training_output_mask/ISIC_0004985_segmentation.png,Training
training_input_original/ISIC_0005000.jpg,training_output_mask/ISIC_0005000_segmentation.png,Training
training_input_original/ISIC_0005187.jpg,training_output_mask/ISIC_0005187_segmentation.png,Training
training_input_original/ISIC_0005247.jpg,training_output_mask/ISIC_0005247_segmentation.png,Training
training_input_original/ISIC_0005548.jpg,training_output_mask/ISIC_0005548_segmentation.png,Training
training_input_original/ISIC_0005555.jpg,training_output_mask/ISIC_0005555_segmentation.png,Training
training_input_original/ISIC_0005620.jpg,training_output_mask/ISIC_0005620_segmentation.png,Training
training_input_original/ISIC_0005639.jpg,training_output_mask/ISIC_0005639_segmentation.png,Training
training_input_original/ISIC_0005666.jpg,training_output_mask/ISIC_0005666_segmentation.png,Training
training_input_original/ISIC_0005787.jpg,training_output_mask/ISIC_0005787_segmentation.png,Training
training_input_original/ISIC_0006021.jpg,training_output_mask/ISIC_0006021_segmentation.png,Training
training_input_original/ISIC_0006114.jpg,training_output_mask/ISIC_0006114_segmentation.png,Training
training_input_original/ISIC_0006193.jpg,training_output_mask/ISIC_0006193_segmentation.png,Training
training_input_original/ISIC_0006350.jpg,training_output_mask/ISIC_0006350_segmentation.png,Training
training_input_original/ISIC_0006612.jpg,training_output_mask/ISIC_0006612_segmentation.png,Training
training_input_original/ISIC_0006651.jpg,training_output_mask/ISIC_0006651_segmentation.png,Training
training_input_original/ISIC_0006711.jpg,training_output_mask/ISIC_0006711_segmentation.png,Training
training_input_original/ISIC_0006776.jpg,training_output_mask/ISIC_0006776_segmentation.png,Training
training_input_original/ISIC_0006795.jpg,training_output_mask/ISIC_0006795_segmentation.png,Training
training_input_original/ISIC_0006800.jpg,training_output_mask/ISIC_0006800_segmentation.png,Training
training_input_original/ISIC_0006815.jpg,training_output_mask/ISIC_0006815_segmentation.png,Training
training_input_original/ISIC_0006914.jpg,training_output_mask/ISIC_0006914_segmentation.png,Training
training_input_original/ISIC_0006940.jpg,training_output_mask/ISIC_0006940_segmentation.png,Training
training_input_original/ISIC_0006982.jpg,training_output_mask/ISIC_0006982_segmentation.png,Training
training_input_original/ISIC_0007038.jpg,training_output_mask/ISIC_0007038_segmentation.png,Training
training_input_original/ISIC_0007087.jpg,training_output_mask/ISIC_0007087_segmentation.png,Training
training_input_original/ISIC_0007141.jpg,training_output_mask/ISIC_0007141_segmentation.png,Training
training_input_original/ISIC_0007156.jpg,training_output_mask/ISIC_0007156_segmentation.png,Training
training_input_original/ISIC_0007241.jpg,training_output_mask/ISIC_0007241_segmentation.png,Training
training_input_original/ISIC_0007322.jpg,training_output_mask/ISIC_0007322_segmentation.png,Training
training_input_original/ISIC_0007332.jpg,training_output_mask/ISIC_0007332_segmentation.png,Training
training_input_original/ISIC_0007344.jpg,training_output_mask/ISIC_0007344_segmentation.png,Training
training_input_original/ISIC_0007528.jpg,training_output_mask/ISIC_0007528_segmentation.png,Training
training_input_original/ISIC_0007557.jpg,training_output_mask/ISIC_0007557_segmentation.png,Training
training_input_original/ISIC_0007693.jpg,training_output_mask/ISIC_0007693_segmentation.png,Training
training_input_original/ISIC_0007760.jpg,training_output_mask/ISIC_0007760_segmentation.png,Training
training_input_original/ISIC_0007788.jpg,training_output_mask/ISIC_0007788_segmentation.png,Training
training_input_original/ISIC_0007796.jpg,training_output_mask/ISIC_0007796_segmentation.png,Training
training_input_original/ISIC_0008029.jpg,training_output_mask/ISIC_0008029_segmentation.png,Training
training_input_original/ISIC_0008116.jpg,training_output_mask/ISIC_0008116_segmentation.png,Training
training_input_original/ISIC_0008145.jpg,training_output_mask/ISIC_0008145_segmentation.png,Training
training_input_original/ISIC_0008207.jpg,training_output_mask/ISIC_0008207_segmentation.png,Training
training_input_original/ISIC_0008236.jpg,training_output_mask/ISIC_0008236_segmentation.png,Training
training_input_original/ISIC_0008256.jpg,training_output_mask/ISIC_0008256_segmentation.png,Training
training_input_original/ISIC_0008280.jpg,training_output_mask/ISIC_0008280_segmentation.png,Training
training_input_original/ISIC_0008294.jpg,training_output_mask/ISIC_0008294_segmentation.png,Training
training_input_original/ISIC_0008347.jpg,training_output_mask/ISIC_0008347_segmentation.png,Training
training_input_original/ISIC_0008396.jpg,training_output_mask/ISIC_0008396_segmentation.png,Training
training_input_original/ISIC_0008406.jpg,training_output_mask/ISIC_0008406_segmentation.png,Training
training_input_original/ISIC_0008507.jpg,training_output_mask/ISIC_0008507_segmentation.png,Training
training_input_original/ISIC_0008524.jpg,training_output_mask/ISIC_0008524_segmentation.png,Training
training_input_original/ISIC_0008528.jpg,training_output_mask/ISIC_0008528_segmentation.png,Training
training_input_original/ISIC_0008541.jpg,training_output_mask/ISIC_0008541_segmentation.png,Training
training_input_original/ISIC_0008552.jpg,training_output_mask/ISIC_0008552_segmentation.png,Training
training_input_original/ISIC_0008600.jpg,training_output_mask/ISIC_0008600_segmentation.png,Training
training_input_original/ISIC_0008626.jpg,training_output_mask/ISIC_0008626_segmentation.png,Training
training_input_original/ISIC_0008659.jpg,training_output_mask/ISIC_0008659_segmentation.png,Training
training_input_original/ISIC_0008785.jpg,training_output_mask/ISIC_0008785_segmentation.png,Training
training_input_original/ISIC_0008807.jpg,training_output_mask/ISIC_0008807_segmentation.png,Training
training_input_original/ISIC_0008879.jpg,training_output_mask/ISIC_0008879_segmentation.png,Training
training_input_original/ISIC_0008913.jpg,training_output_mask/ISIC_0008913_segmentation.png,Training
training_input_original/ISIC_0008992.jpg,training_output_mask/ISIC_0008992_segmentation.png,Training
training_input_original/ISIC_0008993.jpg,training_output_mask/ISIC_0008993_segmentation.png,Training
training_input_original/ISIC_0008998.jpg,training_output_mask/ISIC_0008998_segmentation.png,Training
training_input_original/ISIC_0009078.jpg,training_output_mask/ISIC_0009078_segmentation.png,Training
training_input_original/ISIC_0009083.jpg,training_output_mask/ISIC_0009083_segmentation.png,Training
training_input_original/ISIC_0009160.jpg,training_output_mask/ISIC_0009160_segmentation.png,Training
training_input_original/ISIC_0009165.jpg,training_output_mask/ISIC_0009165_segmentation.png,Training
training_input_original/ISIC_0009188.jpg,training_output_mask/ISIC_0009188_segmentation.png,Training
training_input_original/ISIC_0009201.jpg,training_output_mask/ISIC_0009201_segmentation.png,Training
training_input_original/ISIC_0009252.jpg,training_output_mask/ISIC_0009252_segmentation.png,Training
training_input_original/ISIC_0009297.jpg,training_output_mask/ISIC_0009297_segmentation.png,Training
training_input_original/ISIC_0009298.jpg,training_output_mask/ISIC_0009298_segmentation.png,Training
training_input_original/ISIC_0009344.jpg,training_output_mask/ISIC_0009344_segmentation.png,Training
training_input_original/ISIC_0009430.jpg,training_output_mask/ISIC_0009430_segmentation.png,Training
training_input_original/ISIC_0009504.jpg,training_output_mask/ISIC_0009504_segmentation.png,Training
training_input_original/ISIC_0009533.jpg,training_output_mask/ISIC_0009533_segmentation.png,Training
training_input_original/ISIC_0009564.jpg,training_output_mask/ISIC_0009564_segmentation.png,Training
training_input_original/ISIC_0009583.jpg,training_output_mask/ISIC_0009583_segmentation.png,Training
training_input_original/ISIC_0009599.jpg,training_output_mask/ISIC_0009599_segmentation.png,Training
training_input_original/ISIC_0009800.jpg,training_output_mask/ISIC_0009800_segmentation.png,Training
training_input_original/ISIC_0009860.jpg,training_output_mask/ISIC_0009860_segmentation.png,Training
training_input_original/ISIC_0009868.jpg,training_output_mask/ISIC_0009868_segmentation.png,Training
training_input_original/ISIC_0009869.jpg,training_output_mask/ISIC_0009869_segmentation.png,Training
training_input_original/ISIC_0009873.jpg,training_output_mask/ISIC_0009873_segmentation.png,Training
training_input_original/ISIC_0009874.jpg,training_output_mask/ISIC_0009874_segmentation.png,Training
training_input_original/ISIC_0009875.jpg,training_output_mask/ISIC_0009875_segmentation.png,Training
training_input_original/ISIC_0009877.jpg,training_output_mask/ISIC_0009877_segmentation.png,Training
training_input_original/ISIC_0009879.jpg,training_output_mask/ISIC_0009879_segmentation.png,Training
training_input_original/ISIC_0009880.jpg,training_output_mask/ISIC_0009880_segmentation.png,Training
training_input_original/ISIC_0009881.jpg,training_output_mask/ISIC_0009881_segmentation.png,Training
training_input_original/ISIC_0009883.jpg,training_output_mask/ISIC_0009883_segmentation.png,Training
training_input_original/ISIC_0009884.jpg,training_output_mask/ISIC_0009884_segmentation.png,Training
training_input_original/ISIC_0009885.jpg,training_output_mask/ISIC_0009885_segmentation.png,Training
training_input_original/ISIC_0009888.jpg,training_output_mask/ISIC_0009888_segmentation.png,Training
training_input_original/ISIC_0009889.jpg,training_output_mask/ISIC_0009889_segmentation.png,Training
training_input_original/ISIC_0009895.jpg,training_output_mask/ISIC_0009895_segmentation.png,Training
training_input_original/ISIC_0009896.jpg,training_output_mask/ISIC_0009896_segmentation.png,Training
training_input_original/ISIC_0009897.jpg,training_output_mask/ISIC_0009897_segmentation.png,Training
training_input_original/ISIC_0009898.jpg,training_output_mask/ISIC_0009898_segmentation.png,Training
training_input_original/ISIC_0009899.jpg,training_output_mask/ISIC_0009899_segmentation.png,Training
training_input_original/ISIC_0009901.jpg,training_output_mask/ISIC_0009901_segmentation.png,Training
training_input_original/ISIC_0009902.jpg,training_output_mask/ISIC_0009902_segmentation.png,Training
training_input_original/ISIC_0009904.jpg,training_output_mask/ISIC_0009904_segmentation.png,Training
training_input_original/ISIC_0009906.jpg,training_output_mask/ISIC_0009906_segmentation.png,Training
training_input_original/ISIC_0009909.jpg,training_output_mask/ISIC_0009909_segmentation.png,Training
training_input_original/ISIC_0009910.jpg,training_output_mask/ISIC_0009910_segmentation.png,Training
training_input_original/ISIC_0009914.jpg,training_output_mask/ISIC_0009914_segmentation.png,Training
training_input_original/ISIC_0009915.jpg,training_output_mask/ISIC_0009915_segmentation.png,Training
training_input_original/ISIC_0009917.jpg,training_output_mask/ISIC_0009917_segmentation.png,Training
training_input_original/ISIC_0009918.jpg,training_output_mask/ISIC_0009918_segmentation.png,Training
training_input_original/ISIC_0009919.jpg,training_output_mask/ISIC_0009919_segmentation.png,Training
training_input_original/ISIC_0009921.jpg,training_output_mask/ISIC_0009921_segmentation.png,Training
training_input_original/ISIC_0009923.jpg,training_output_mask/ISIC_0009923_segmentation.png,Training
training_input_original/ISIC_0009925.jpg,training_output_mask/ISIC_0009925_segmentation.png,Training
training_input_original/ISIC_0009927.jpg,training_output_mask/ISIC_0009927_segmentation.png,Training
training_input_original/ISIC_0009928.jpg,training_output_mask/ISIC_0009928_segmentation.png,Training
training_input_original/ISIC_0009929.jpg,training_output_mask/ISIC_0009929_segmentation.png,Training
training_input_original/ISIC_0009930.jpg,training_output_mask/ISIC_0009930_segmentation.png,Training
training_input_original/ISIC_0009931.jpg,training_output_mask/ISIC_0009931_segmentation.png,Training
training_input_original/ISIC_0009932.jpg,training_output_mask/ISIC_0009932_segmentation.png,Training
training_input_original/ISIC_0009933.jpg,training_output_mask/ISIC_0009933_segmentation.png,Training
training_input_original/ISIC_0009934.jpg,training_output_mask/ISIC_0009934_segmentation.png,Training
training_input_original/ISIC_0009935.jpg,training_output_mask/ISIC_0009935_segmentation.png,Training
training_input_original/ISIC_0009936.jpg,training_output_mask/ISIC_0009936_segmentation.png,Training
training_input_original/ISIC_0009937.jpg,training_output_mask/ISIC_0009937_segmentation.png,Training
training_input_original/ISIC_0009938.jpg,training_output_mask/ISIC_0009938_segmentation.png,Training
training_input_original/ISIC_0009939.jpg,training_output_mask/ISIC_0009939_segmentation.png,Training
training_input_original/ISIC_0009941.jpg,training_output_mask/ISIC_0009941_segmentation.png,Training
training_input_original/ISIC_0009942.jpg,training_output_mask/ISIC_0009942_segmentation.png,Training
training_input_original/ISIC_0009943.jpg,training_output_mask/ISIC_0009943_segmentation.png,Training
training_input_original/ISIC_0009944.jpg,training_output_mask/ISIC_0009944_segmentation.png,Training
training_input_original/ISIC_0009945.jpg,training_output_mask/ISIC_0009945_segmentation.png,Training
training_input_original/ISIC_0009946.jpg,training_output_mask/ISIC_0009946_segmentation.png,Training
training_input_original/ISIC_0009947.jpg,training_output_mask/ISIC_0009947_segmentation.png,Training
training_input_original/ISIC_0009948.jpg,training_output_mask/ISIC_0009948_segmentation.png,Training
training_input_original/ISIC_0009949.jpg,training_output_mask/ISIC_0009949_segmentation.png,Training
training_input_original/ISIC_0009950.jpg,training_output_mask/ISIC_0009950_segmentation.png,Training
training_input_original/ISIC_0009951.jpg,training_output_mask/ISIC_0009951_segmentation.png,Training
training_input_original/ISIC_0009953.jpg,training_output_mask/ISIC_0009953_segmentation.png,Training
training_input_original/ISIC_0009954.jpg,training_output_mask/ISIC_0009954_segmentation.png,Training
training_input_original/ISIC_0009955.jpg,training_output_mask/ISIC_0009955_segmentation.png,Training
training_input_original/ISIC_0009956.jpg,training_output_mask/ISIC_0009956_segmentation.png,Training
training_input_original/ISIC_0009958.jpg,training_output_mask/ISIC_0009958_segmentation.png,Training
training_input_original/ISIC_0009961.jpg,training_output_mask/ISIC_0009961_segmentation.png,Training
training_input_original/ISIC_0009962.jpg,training_output_mask/ISIC_0009962_segmentation.png,Training
training_input_original/ISIC_0009964.jpg,training_output_mask/ISIC_0009964_segmentation.png,Training
training_input_original/ISIC_0009965.jpg,training_output_mask/ISIC_0009965_segmentation.png,Training
training_input_original/ISIC_0009966.jpg,training_output_mask/ISIC_0009966_segmentation.png,Training
training_input_original/ISIC_0009967.jpg,training_output_mask/ISIC_0009967_segmentation.png,Training
training_input_original/ISIC_0009969.jpg,training_output_mask/ISIC_0009969_segmentation.png,Training
training_input_original/ISIC_0009970.jpg,training_output_mask/ISIC_0009970_segmentation.png,Training
training_input_original/ISIC_0009971.jpg,training_output_mask/ISIC_0009971_segmentation.png,Training
training_input_original/ISIC_0009972.jpg,training_output_mask/ISIC_0009972_segmentation.png,Training
training_input_original/ISIC_0009973.jpg,training_output_mask/ISIC_0009973_segmentation.png,Training
training_input_original/ISIC_0009974.jpg,training_output_mask/ISIC_0009974_segmentation.png,Training
training_input_original/ISIC_0009975.jpg,training_output_mask/ISIC_0009975_segmentation.png,Training
training_input_original/ISIC_0009976.jpg,training_output_mask/ISIC_0009976_segmentation.png,Training
training_input_original/ISIC_0009977.jpg,training_output_mask/ISIC_0009977_segmentation.png,Training
training_input_original/ISIC_0009978.jpg,training_output_mask/ISIC_0009978_segmentation.png,Training
training_input_original/ISIC_0009980.jpg,training_output_mask/ISIC_0009980_segmentation.png,Training
training_input_original/ISIC_0009981.jpg,training_output_mask/ISIC_0009981_segmentation.png,Training
training_input_original/ISIC_0009982.jpg,training_output_mask/ISIC_0009982_segmentation.png,Training
training_input_original/ISIC_0009987.jpg,training_output_mask/ISIC_0009987_segmentation.png,Training
training_input_original/ISIC_0009988.jpg,training_output_mask/ISIC_0009988_segmentation.png,Training
training_input_original/ISIC_0009990.jpg,training_output_mask/ISIC_0009990_segmentation.png,Training
training_input_original/ISIC_0009991.jpg,training_output_mask/ISIC_0009991_segmentation.png,Training
training_input_original/ISIC_0009992.jpg,training_output_mask/ISIC_0009992_segmentation.png,Training
training_input_original/ISIC_0009993.jpg,training_output_mask/ISIC_0009993_segmentation.png,Training
training_input_original/ISIC_0009994.jpg,training_output_mask/ISIC_0009994_segmentation.png,Training
training_input_original/ISIC_0009995.jpg,training_output_mask/ISIC_0009995_segmentation.png,Training
training_input_original/ISIC_0009998.jpg,training_output_mask/ISIC_0009998_segmentation.png,Training
training_input_original/ISIC_0010000.jpg,training_output_mask/ISIC_0010000_segmentation.png,Training
training_input_original/ISIC_0010002.jpg,training_output_mask/ISIC_0010002_segmentation.png,Training
training_input_original/ISIC_0010003.jpg,training_output_mask/ISIC_0010003_segmentation.png,Training
training_input_original/ISIC_0010005.jpg,training_output_mask/ISIC_0010005_segmentation.png,Training
training_input_original/ISIC_0010009.jpg,training_output_mask/ISIC_0010009_segmentation.png,Training
training_input_original/ISIC_0010010.jpg,training_output_mask/ISIC_0010010_segmentation.png,Training
training_input_original/ISIC_0010011.jpg,training_output_mask/ISIC_0010011_segmentation.png,Training
training_input_original/ISIC_0010013.jpg,training_output_mask/ISIC_0010013_segmentation.png,Training
training_input_original/ISIC_0010014.jpg,training_output_mask/ISIC_0010014_segmentation.png,Training
training_input_original/ISIC_0010015.jpg,training_output_mask/ISIC_0010015_segmentation.png,Training
training_input_original/ISIC_0010016.jpg,training_output_mask/ISIC_0010016_segmentation.png,Training
training_input_original/ISIC_0010017.jpg,training_output_mask/ISIC_0010017_segmentation.png,Training
training_input_original/ISIC_0010018.jpg,training_output_mask/ISIC_0010018_segmentation.png,Training
training_input_original/ISIC_0010019.jpg,training_output_mask/ISIC_0010019_segmentation.png,Training
training_input_original/ISIC_0010020.jpg,training_output_mask/ISIC_0010020_segmentation.png,Training
training_input_original/ISIC_0010021.jpg,training_output_mask/ISIC_0010021_segmentation.png,Training
training_input_original/ISIC_0010022.jpg,training_output_mask/ISIC_0010022_segmentation.png,Training
training_input_original/ISIC_0010023.jpg,training_output_mask/ISIC_0010023_segmentation.png,Training
training_input_original/ISIC_0010024.jpg,training_output_mask/ISIC_0010024_segmentation.png,Training
training_input_original/ISIC_0010025.jpg,training_output_mask/ISIC_0010025_segmentation.png,Training
training_input_original/ISIC_0010029.jpg,training_output_mask/ISIC_0010029_segmentation.png,Training
training_input_original/ISIC_0010032.jpg,training_output_mask/ISIC_0010032_segmentation.png,Training
training_input_original/ISIC_0010034.jpg,training_output_mask/ISIC_0010034_segmentation.png,Training
training_input_original/ISIC_0010036.jpg,training_output_mask/ISIC_0010036_segmentation.png,Training
training_input_original/ISIC_0010037.jpg,training_output_mask/ISIC_0010037_segmentation.png,Training
training_input_original/ISIC_0010038.jpg,training_output_mask/ISIC_0010038_segmentation.png,Training
training_input_original/ISIC_0010041.jpg,training_output_mask/ISIC_0010041_segmentation.png,Training
training_input_original/ISIC_0010042.jpg,training_output_mask/ISIC_0010042_segmentation.png,Training
training_input_original/ISIC_0010043.jpg,training_output_mask/ISIC_0010043_segmentation.png,Training
training_input_original/ISIC_0010044.jpg,training_output_mask/ISIC_0010044_segmentation.png,Training
training_input_original/ISIC_0010046.jpg,training_output_mask/ISIC_0010046_segmentation.png,Training
training_input_original/ISIC_0010047.jpg,training_output_mask/ISIC_0010047_segmentation.png,Training
training_input_original/ISIC_0010053.jpg,training_output_mask/ISIC_0010053_segmentation.png,Training
training_input_original/ISIC_0010054.jpg,training_output_mask/ISIC_0010054_segmentation.png,Training
training_input_original/ISIC_0010055.jpg,training_output_mask/ISIC_0010055_segmentation.png,Training
training_input_original/ISIC_0010056.jpg,training_output_mask/ISIC_0010056_segmentation.png,Training
training_input_original/ISIC_0010058.jpg,training_output_mask/ISIC_0010058_segmentation.png,Training
training_input_original/ISIC_0010059.jpg,training_output_mask/ISIC_0010059_segmentation.png,Training
training_input_original/ISIC_0010060.jpg,training_output_mask/ISIC_0010060_segmentation.png,Training
training_input_original/ISIC_0010061.jpg,training_output_mask/ISIC_0010061_segmentation.png,Training
training_input_original/ISIC_0010062.jpg,training_output_mask/ISIC_0010062_segmentation.png,Training
training_input_original/ISIC_0010063.jpg,training_output_mask/ISIC_0010063_segmentation.png,Training
training_input_original/ISIC_0010064.jpg,training_output_mask/ISIC_0010064_segmentation.png,Training
training_input_original/ISIC_0010066.jpg,training_output_mask/ISIC_0010066_segmentation.png,Training
training_input_original/ISIC_0010067.jpg,training_output_mask/ISIC_0010067_segmentation.png,Training
training_input_original/ISIC_0010069.jpg,training_output_mask/ISIC_0010069_segmentation.png,Training
training_input_original/ISIC_0010070.jpg,training_output_mask/ISIC_0010070_segmentation.png,Training
training_input_original/ISIC_0010071.jpg,training_output_mask/ISIC_0010071_segmentation.png,Training
training_input_original/ISIC_0010073.jpg,training_output_mask/ISIC_0010073_segmentation.png,Training
training_input_original/ISIC_0010074.jpg,training_output_mask/ISIC_0010074_segmentation.png,Training
training_input_original/ISIC_0010075.jpg,training_output_mask/ISIC_0010075_segmentation.png,Training
training_input_original/ISIC_0010077.jpg,training_output_mask/ISIC_0010077_segmentation.png,Training
training_input_original/ISIC_0010081.jpg,training_output_mask/ISIC_0010081_segmentation.png,Training
training_input_original/ISIC_0010086.jpg,training_output_mask/ISIC_0010086_segmentation.png,Training
training_input_original/ISIC_0010088.jpg,training_output_mask/ISIC_0010088_segmentation.png,Training
training_input_original/ISIC_0010089.jpg,training_output_mask/ISIC_0010089_segmentation.png,Training
training_input_original/ISIC_0010090.jpg,training_output_mask/ISIC_0010090_segmentation.png,Training
training_input_original/ISIC_0010092.jpg,training_output_mask/ISIC_0010092_segmentation.png,Training
training_input_original/ISIC_0010093.jpg,training_output_mask/ISIC_0010093_segmentation.png,Training
training_input_original/ISIC_0010094.jpg,training_output_mask/ISIC_0010094_segmentation.png,Training
training_input_original/ISIC_0010100.jpg,training_output_mask/ISIC_0010100_segmentation.png,Training
training_input_original/ISIC_0010102.jpg,training_output_mask/ISIC_0010102_segmentation.png,Training
training_input_original/ISIC_0010104.jpg,training_output_mask/ISIC_0010104_segmentation.png,Training
training_input_original/ISIC_0010105.jpg,training_output_mask/ISIC_0010105_segmentation.png,Training
training_input_original/ISIC_0010168.jpg,training_output_mask/ISIC_0010168_segmentation.png,Training
training_input_original/ISIC_0010169.jpg,training_output_mask/ISIC_0010169_segmentation.png,Training
training_input_original/ISIC_0010171.jpg,training_output_mask/ISIC_0010171_segmentation.png,Training
training_input_original/ISIC_0010173.jpg,training_output_mask/ISIC_0010173_segmentation.png,Training
training_input_original/ISIC_0010175.jpg,training_output_mask/ISIC_0010175_segmentation.png,Training
training_input_original/ISIC_0010176.jpg,training_output_mask/ISIC_0010176_segmentation.png,Training
training_input_original/ISIC_0010177.jpg,training_output_mask/ISIC_0010177_segmentation.png,Training
training_input_original/ISIC_0010178.jpg,training_output_mask/ISIC_0010178_segmentation.png,Training
training_input_original/ISIC_0010180.jpg,training_output_mask/ISIC_0010180_segmentation.png,Training
training_input_original/ISIC_0010182.jpg,training_output_mask/ISIC_0010182_segmentation.png,Training
training_input_original/ISIC_0010183.jpg,training_output_mask/ISIC_0010183_segmentation.png,Training
training_input_original/ISIC_0010184.jpg,training_output_mask/ISIC_0010184_segmentation.png,Training
training_input_original/ISIC_0010185.jpg,training_output_mask/ISIC_0010185_segmentation.png,Training
training_input_original/ISIC_0010186.jpg,training_output_mask/ISIC_0010186_segmentation.png,Training
training_input_original/ISIC_0010187.jpg,training_output_mask/ISIC_0010187_segmentation.png,Training
training_input_original/ISIC_0010189.jpg,training_output_mask/ISIC_0010189_segmentation.png,Training
training_input_original/ISIC_0010190.jpg,training_output_mask/ISIC_0010190_segmentation.png,Training
training_input_original/ISIC_0010191.jpg,training_output_mask/ISIC_0010191_segmentation.png,Training
training_input_original/ISIC_0010192.jpg,training_output_mask/ISIC_0010192_segmentation.png,Training
training_input_original/ISIC_0010194.jpg,training_output_mask/ISIC_0010194_segmentation.png,Training
training_input_original/ISIC_0004715.jpg,training_output_mask/ISIC_0004715_segmentation.png,Training
training_input_original/ISIC_0006671.jpg,training_output_mask/ISIC_0006671_segmentation.png,Training
training_input_original/ISIC_0007475.jpg,training_output_mask/ISIC_0007475_segmentation.png,Training
training_input_original/ISIC_0008403.jpg,training_output_mask/ISIC_0008403_segmentation.png,Training
training_input_original/ISIC_0009035.jpg,training_output_mask/ISIC_0009035_segmentation.png,Training
training_input_original/ISIC_0009758.jpg,training_output_mask/ISIC_0009758_segmentation.png,Training
training_input_original/ISIC_0009891.jpg,training_output_mask/ISIC_0009891_segmentation.png,Training
training_input_original/ISIC_0009920.jpg,training_output_mask/ISIC_0009920_segmentation.png,Training
training_input_original/ISIC_0009940.jpg,training_output_mask/ISIC_0009940_segmentation.png,Training
training_input_original/ISIC_0009960.jpg,training_output_mask/ISIC_0009960_segmentation.png,Training
training_input_original/ISIC_0009979.jpg,training_output_mask/ISIC_0009979_segmentation.png,Training
training_input_original/ISIC_0010006.jpg,training_output_mask/ISIC_0010006_segmentation.png,Training
training_input_original/ISIC_0010028.jpg,training_output_mask/ISIC_0010028_segmentation.png,Training
training_input_original/ISIC_0010057.jpg,training_output_mask/ISIC_0010057_segmentation.png,Training
training_input_original/ISIC_0010078.jpg,training_output_mask/ISIC_0010078_segmentation.png,Training
training_input_original/ISIC_0010202.jpg,training_output_mask/ISIC_0010202_segmentation.png,Training
training_input_original/ISIC_0010204.jpg,training_output_mask/ISIC_0010204_segmentation.png,Training
training_input_original/ISIC_0010205.jpg,training_output_mask/ISIC_0010205_segmentation.png,Training
