image_path,classification,metaclass
melanoma/ISIC_0010765.png,melanoma,MEL
melanoma/ISIC_0010766.png,melanoma,MEL
melanoma/ISIC_0010767.png,melanoma,MEL
melanoma/ISIC_0010770.png,melanoma,MEL
melanoma/ISIC_0010772.png,melanoma,MEL
melanoma/ISIC_0010777.png,melanoma,MEL
melanoma/ISIC_0010778.png,melanoma,MEL
melanoma/ISIC_0010782.png,melanoma,MEL
melanoma/ISIC_0010784.png,melanoma,MEL
melanoma/ISIC_0010785.png,melanoma,MEL
melanoma/ISIC_0010789.png,melanoma,MEL
melanoma/ISIC_0010790.png,melanoma,MEL
melanoma/ISIC_0010791.png,melanoma,MEL
melanoma/ISIC_0010792.png,melanoma,MEL
melanoma/ISIC_0010796.png,melanoma,MEL
melanoma/ISIC_0010797.png,melanoma,MEL
melanoma/ISIC_0010799.png,melanoma,MEL
melanoma/ISIC_0010803.png,melanoma,MEL
melanoma/ISIC_0010808.png,melanoma,MEL
melanoma/ISIC_0010809.png,melanoma,MEL
melanoma/ISIC_0010810.png,melanoma,MEL
melanoma/ISIC_0010812.png,melanoma,MEL
melanoma/ISIC_0010834.png,melanoma,MEL
melanoma/ISIC_0010852.png,melanoma,MEL
melanoma/ISIC_0010862.png,melanoma,MEL
melanoma/ISIC_0010863.png,melanoma,MEL
melanoma/ISIC_0010866.png,melanoma,MEL
melanoma/ISIC_0010872.png,melanoma,MEL
melanoma/ISIC_0010876.png,melanoma,MEL
melanoma/ISIC_0010878.png,melanoma,MEL
melanoma/ISIC_0010883.png,melanoma,MEL
melanoma/ISIC_0010890.png,melanoma,MEL
melanoma/ISIC_0010898.png,melanoma,MEL
melanoma/ISIC_0010900.png,melanoma,MEL
melanoma/ISIC_0010909.png,melanoma,MEL
melanoma/ISIC_0010912.png,melanoma,MEL
melanoma/ISIC_0010917.png,melanoma,MEL
melanoma/ISIC_0010923.png,melanoma,MEL
melanoma/ISIC_0010925.png,melanoma,MEL
melanoma/ISIC_0010934.png,melanoma,MEL
melanoma/ISIC_0010942.png,melanoma,MEL
melanoma/ISIC_0010965.png,melanoma,MEL
melanoma/ISIC_0010971.png,melanoma,MEL
melanoma/ISIC_0010977.png,melanoma,MEL
melanoma/ISIC_0010978.png,melanoma,MEL
melanoma/ISIC_0010979.png,melanoma,MEL
melanoma/ISIC_0010982.png,melanoma,MEL
melanoma/ISIC_0010990.png,melanoma,MEL
melanoma/ISIC_0010993.png,melanoma,MEL
melanoma/ISIC_0010995.png,melanoma,MEL
melanoma/ISIC_0011007.png,melanoma,MEL
melanoma/ISIC_0011012.png,melanoma,MEL
melanoma/ISIC_0011013.png,melanoma,MEL
melanoma/ISIC_0011030.png,melanoma,MEL
melanoma/ISIC_0011031.png,melanoma,MEL
melanoma/ISIC_0011032.png,melanoma,MEL
melanoma/ISIC_0011040.png,melanoma,MEL
melanoma/ISIC_0011042.png,melanoma,MEL
melanoma/ISIC_0011043.png,melanoma,MEL
melanoma/ISIC_0011045.png,melanoma,MEL
melanoma/ISIC_0011052.png,melanoma,MEL
melanoma/ISIC_0011056.png,melanoma,MEL
melanoma/ISIC_0011057.png,melanoma,MEL
melanoma/ISIC_0011077.png,melanoma,MEL
melanoma/ISIC_0011094.png,melanoma,MEL
melanoma/ISIC_0011095.png,melanoma,MEL
melanoma/ISIC_0011099.png,melanoma,MEL
melanoma/ISIC_0011112.png,melanoma,MEL
melanoma/ISIC_0011118.png,melanoma,MEL
melanoma/ISIC_0011121.png,melanoma,MEL
melanoma/ISIC_0011125.png,melanoma,MEL
melanoma/ISIC_0011126.png,melanoma,MEL
melanoma/ISIC_0011130.png,melanoma,MEL
melanoma/ISIC_0011132.png,melanoma,MEL
melanoma/ISIC_0011135.png,melanoma,MEL
melanoma/ISIC_0011136.png,melanoma,MEL
melanoma/ISIC_0011137.png,melanoma,MEL
melanoma/ISIC_0011138.png,melanoma,MEL
melanoma/ISIC_0011139.png,melanoma,MEL
melanoma/ISIC_0011140.png,melanoma,MEL
melanoma/ISIC_0011151.png,melanoma,MEL
melanoma/ISIC_0011158.png,melanoma,MEL
melanoma/ISIC_0011161.png,melanoma,MEL
melanoma/ISIC_0011163.png,melanoma,MEL
melanoma/ISIC_0011166.png,melanoma,MEL
melanoma/ISIC_0011169.png,melanoma,MEL
melanoma/ISIC_0011174.png,melanoma,MEL
melanoma/ISIC_0011176.png,melanoma,MEL
melanoma/ISIC_0011181.png,melanoma,MEL
melanoma/ISIC_0011185.png,melanoma,MEL
melanoma/ISIC_0011187.png,melanoma,MEL
melanoma/ISIC_0011193.png,melanoma,MEL
melanoma/ISIC_0011194.png,melanoma,MEL
melanoma/ISIC_0011196.png,melanoma,MEL
melanoma/ISIC_0011209.png,melanoma,MEL
melanoma/ISIC_0011210.png,melanoma,MEL
melanoma/ISIC_0011238.png,melanoma,MEL
melanoma/ISIC_0011239.png,melanoma,MEL
melanoma/ISIC_0011247.png,melanoma,MEL
melanoma/ISIC_0011256.png,melanoma,MEL
melanoma/ISIC_0011260.png,melanoma,MEL
melanoma/ISIC_0011264.png,melanoma,MEL
melanoma/ISIC_0011267.png,melanoma,MEL
melanoma/ISIC_0011268.png,melanoma,MEL
melanoma/ISIC_0011270.png,melanoma,MEL
melanoma/ISIC_0011273.png,melanoma,MEL
melanoma/ISIC_0011276.png,melanoma,MEL
melanoma/ISIC_0011277.png,melanoma,MEL
melanoma/ISIC_0011285.png,melanoma,MEL
melanoma/ISIC_0011286.png,melanoma,MEL
melanoma/ISIC_0011288.png,melanoma,MEL
melanoma/ISIC_0011289.png,melanoma,MEL
melanoma/ISIC_0011295.png,melanoma,MEL
melanoma/ISIC_0011305.png,melanoma,MEL
melanoma/ISIC_0011308.png,melanoma,MEL
melanoma/ISIC_0011315.png,melanoma,MEL
melanoma/ISIC_0011329.png,melanoma,MEL
melanoma/ISIC_0011334.png,melanoma,MEL
melanoma/ISIC_0011337.png,melanoma,MEL
melanoma/ISIC_0011340.png,melanoma,MEL
melanoma/ISIC_0011348.png,melanoma,MEL
melanoma/ISIC_0011349.png,melanoma,MEL
melanoma/ISIC_0011350.png,melanoma,MEL
melanoma/ISIC_0011356.png,melanoma,MEL
melanoma/ISIC_0011364.png,melanoma,MEL
melanoma/ISIC_0011366.png,melanoma,MEL
melanoma/ISIC_0011368.png,melanoma,MEL
melanoma/ISIC_0011369.png,melanoma,MEL
melanoma/ISIC_0011370.png,melanoma,MEL
melanoma/ISIC_0011371.png,melanoma,MEL
melanoma/ISIC_0011374.png,melanoma,MEL
melanoma/ISIC_0011381.png,melanoma,MEL
melanoma/ISIC_0011387.png,melanoma,MEL
melanoma/ISIC_0011388.png,melanoma,MEL
melanoma/ISIC_0011390.png,melanoma,MEL
melanoma/ISIC_0011391.png,melanoma,MEL
melanoma/ISIC_0011404.png,melanoma,MEL
melanoma/ISIC_0011405.png,melanoma,MEL
melanoma/ISIC_0011428.png,melanoma,MEL
melanoma/ISIC_0011429.png,melanoma,MEL
melanoma/ISIC_0011430.png,melanoma,MEL
melanoma/ISIC_0011434.png,melanoma,MEL
melanoma/ISIC_0011435.png,melanoma,MEL
melanoma/ISIC_0011436.png,melanoma,MEL
melanoma/ISIC_0011437.png,melanoma,MEL
melanoma/ISIC_0011438.png,melanoma,MEL
melanoma/ISIC_0011439.png,melanoma,MEL
melanoma/ISIC_0011458.png,melanoma,MEL
melanoma/ISIC_0011459.png,melanoma,MEL
melanoma/ISIC_0011460.png,melanoma,MEL
melanoma/ISIC_0011463.png,melanoma,MEL
melanoma/ISIC_0011471.png,melanoma,MEL
melanoma/ISIC_0011474.png,melanoma,MEL
melanoma/ISIC_0011480.png,melanoma,MEL
melanoma/ISIC_0011481.png,melanoma,MEL
melanoma/ISIC_0011482.png,melanoma,MEL
melanoma/ISIC_0011483.png,melanoma,MEL
melanoma/ISIC_0011484.png,melanoma,MEL
melanoma/ISIC_0011485.png,melanoma,MEL
melanoma/ISIC_0011486.png,melanoma,MEL
melanoma/ISIC_0011487.png,melanoma,MEL
melanoma/ISIC_0011488.png,melanoma,MEL
melanoma/ISIC_0011489.png,melanoma,MEL
melanoma/ISIC_0011490.png,melanoma,MEL
melanoma/ISIC_0011491.png,melanoma,MEL
melanoma/ISIC_0011492.png,melanoma,MEL
melanoma/ISIC_0011493.png,melanoma,MEL
melanoma/ISIC_0011494.png,melanoma,MEL
melanoma/ISIC_0010360.png,melanoma,MEL
melanoma/ISIC_0010401.png,melanoma,MEL
melanoma/ISIC_0010476.png,melanoma,MEL
melanoma/ISIC_0010550.png,melanoma,MEL
melanoma/ISIC_0010629.png,melanoma,MEL
melanoma/ISIC_0010737.png,melanoma,MEL
melanoma/ISIC_0010783.png,melanoma,MEL
melanoma/ISIC_0010860.png,melanoma,MEL
melanoma/ISIC_0010938.png,melanoma,MEL
melanoma/ISIC_0011039.png,melanoma,MEL
melanoma/ISIC_0011128.png,melanoma,MEL
melanoma/ISIC_0011178.png,melanoma,MEL
melanoma/ISIC_0011269.png,melanoma,MEL
melanoma/ISIC_0011344.png,melanoma,MEL
melanoma/ISIC_0011399.png,melanoma,MEL
melanoma/ISIC_0011496.png,melanoma,MEL
melanoma/ISIC_0011497.png,melanoma,MEL
melanoma/ISIC_0011498.png,melanoma,MEL
melanoma/ISIC_0011499.png,melanoma,MEL
melanoma/ISIC_0011500.png,melanoma,MEL
melanoma/ISIC_0011501.png,melanoma,MEL
melanoma/ISIC_0011502.png,melanoma,MEL
melanoma/ISIC_0011503.png,melanoma,MEL
melanoma/ISIC_0011504.png,melanoma,MEL
melanoma/ISIC_0011505.png,melanoma,MEL
melanoma/ISIC_0011506.png,melanoma,MEL
melanoma/ISIC_0011507.png,melanoma,MEL
melanoma/ISIC_0011508.png,melanoma,MEL
melanoma/ISIC_0011509.png,melanoma,MEL
melanoma/ISIC_0011510.png,melanoma,MEL
melanoma/ISIC_0011511.png,melanoma,MEL
melanoma/ISIC_0011513.png,melanoma,MEL
melanoma/ISIC_0011514.png,melanoma,MEL
melanoma/ISIC_0011515.png,melanoma,MEL
melanoma/ISIC_0011516.png,melanoma,MEL
melanoma/ISIC_0011517.png,melanoma,MEL
melanoma/ISIC_0011518.png,melanoma,MEL
melanoma/ISIC_0011519.png,melanoma,MEL
melanoma/ISIC_0011520.png,melanoma,MEL
melanoma/ISIC_0011521.png,melanoma,MEL
melanoma/ISIC_0011524.png,melanoma,MEL
melanoma/ISIC_0011526.png,melanoma,MEL
melanoma/ISIC_0011527.png,melanoma,MEL
melanoma/ISIC_0011528.png,melanoma,MEL
melanoma/ISIC_0011529.png,melanoma,MEL
melanoma/ISIC_0011530.png,melanoma,MEL
melanoma/ISIC_0011531.png,melanoma,MEL
melanoma/ISIC_0011534.png,melanoma,MEL
melanoma/ISIC_0011537.png,melanoma,MEL
melanoma/ISIC_0011560.png,melanoma,MEL
melanoma/ISIC_0011566.png,melanoma,MEL
melanoma/ISIC_0011579.png,melanoma,MEL
melanoma/ISIC_0011589.png,melanoma,MEL
melanoma/ISIC_0011590.png,melanoma,MEL
melanoma/ISIC_0011591.png,melanoma,MEL
melanoma/ISIC_0011594.png,melanoma,MEL
melanoma/ISIC_0011610.png,melanoma,MEL
melanoma/ISIC_0011613.png,melanoma,MEL
melanoma/ISIC_0011614.png,melanoma,MEL
melanoma/ISIC_0011615.png,melanoma,MEL
melanoma/ISIC_0011616.png,melanoma,MEL
melanoma/ISIC_0011617.png,melanoma,MEL
melanoma/ISIC_0011618.png,melanoma,MEL
melanoma/ISIC_0011649.png,melanoma,MEL
melanoma/ISIC_0011659.png,melanoma,MEL
melanoma/ISIC_0011684.png,melanoma,MEL
melanoma/ISIC_0011691.png,melanoma,MEL
melanoma/ISIC_0011692.png,melanoma,MEL
melanoma/ISIC_0011693.png,melanoma,MEL
melanoma/ISIC_0011694.png,melanoma,MEL
melanoma/ISIC_0011695.png,melanoma,MEL
melanoma/ISIC_0011696.png,melanoma,MEL
melanoma/ISIC_0011697.png,melanoma,MEL
melanoma/ISIC_0011698.png,melanoma,MEL
melanoma/ISIC_0011699.png,melanoma,MEL
melanoma/ISIC_0011700.png,melanoma,MEL
melanoma/ISIC_0011701.png,melanoma,MEL
melanoma/ISIC_0011702.png,melanoma,MEL
melanoma/ISIC_0011703.png,melanoma,MEL
melanoma/ISIC_0011709.png,melanoma,MEL
melanoma/ISIC_0011710.png,melanoma,MEL
melanoma/ISIC_0011711.png,melanoma,MEL
melanoma/ISIC_0011728.png,melanoma,MEL
melanoma/ISIC_0011729.png,melanoma,MEL
melanoma/ISIC_0011736.png,melanoma,MEL
melanoma/ISIC_0011743.png,melanoma,MEL
melanoma/ISIC_0011744.png,melanoma,MEL
melanoma/ISIC_0011758.png,melanoma,MEL
melanoma/ISIC_0011759.png,melanoma,MEL
melanoma/ISIC_0011764.png,melanoma,MEL
melanoma/ISIC_0011778.png,melanoma,MEL
melanoma/ISIC_0011780.png,melanoma,MEL
melanoma/ISIC_0011782.png,melanoma,MEL
melanoma/ISIC_0011794.png,melanoma,MEL
melanoma/ISIC_0011797.png,melanoma,MEL
melanoma/ISIC_0011799.png,melanoma,MEL
melanoma/ISIC_0011801.png,melanoma,MEL
melanoma/ISIC_0011802.png,melanoma,MEL
melanoma/ISIC_0011807.png,melanoma,MEL
melanoma/ISIC_0011808.png,melanoma,MEL
melanoma/ISIC_0011811.png,melanoma,MEL
melanoma/ISIC_0011812.png,melanoma,MEL
melanoma/ISIC_0011845.png,melanoma,MEL
melanoma/ISIC_0011846.png,melanoma,MEL
melanoma/ISIC_0011857.png,melanoma,MEL
melanoma/ISIC_0011858.png,melanoma,MEL
melanoma/ISIC_0011862.png,melanoma,MEL
melanoma/ISIC_0011863.png,melanoma,MEL
melanoma/ISIC_0011870.png,melanoma,MEL
melanoma/ISIC_0011872.png,melanoma,MEL
melanoma/ISIC_0011873.png,melanoma,MEL
melanoma/ISIC_0011875.png,melanoma,MEL
melanoma/ISIC_0011876.png,melanoma,MEL
melanoma/ISIC_0011877.png,melanoma,MEL
melanoma/ISIC_0011878.png,melanoma,MEL
melanoma/ISIC_0011879.png,melanoma,MEL
melanoma/ISIC_0011892.png,melanoma,MEL
melanoma/ISIC_0011895.png,melanoma,MEL
melanoma/ISIC_0011898.png,melanoma,MEL
melanoma/ISIC_0011904.png,melanoma,MEL
melanoma/ISIC_0011921.png,melanoma,MEL
melanoma/ISIC_0011922.png,melanoma,MEL
melanoma/ISIC_0011923.png,melanoma,MEL
melanoma/ISIC_0011929.png,melanoma,MEL
melanoma/ISIC_0011930.png,melanoma,MEL
melanoma/ISIC_0011931.png,melanoma,MEL
melanoma/ISIC_0011933.png,melanoma,MEL
melanoma/ISIC_0011944.png,melanoma,MEL
melanoma/ISIC_0011947.png,melanoma,MEL
melanoma/ISIC_0011948.png,melanoma,MEL
melanoma/ISIC_0011949.png,melanoma,MEL
melanoma/ISIC_0011950.png,melanoma,MEL
melanoma/ISIC_0011951.png,melanoma,MEL
melanoma/ISIC_0011957.png,melanoma,MEL
melanoma/ISIC_0011958.png,melanoma,MEL
melanoma/ISIC_0011975.png,melanoma,MEL
melanoma/ISIC_0011987.png,melanoma,MEL
melanoma/ISIC_0011996.png,melanoma,MEL
melanoma/ISIC_0011998.png,melanoma,MEL
melanoma/ISIC_0012000.png,melanoma,MEL
melanoma/ISIC_0012044.png,melanoma,MEL
melanoma/ISIC_0012047.png,melanoma,MEL
melanoma/ISIC_0012048.png,melanoma,MEL
melanoma/ISIC_0012060.png,melanoma,MEL
melanoma/ISIC_0012063.png,melanoma,MEL
melanoma/ISIC_0012064.png,melanoma,MEL
melanoma/ISIC_0012065.png,melanoma,MEL
melanoma/ISIC_0012066.png,melanoma,MEL
melanoma/ISIC_0012067.png,melanoma,MEL
melanoma/ISIC_0012068.png,melanoma,MEL
melanoma/ISIC_0012069.png,melanoma,MEL
melanoma/ISIC_0012081.png,melanoma,MEL
melanoma/ISIC_0012082.png,melanoma,MEL
melanoma/ISIC_0012083.png,melanoma,MEL
melanoma/ISIC_0012099.png,melanoma,MEL
melanoma/ISIC_0012112.png,melanoma,MEL
melanoma/ISIC_0012137.png,melanoma,MEL
melanoma/ISIC_0012151.png,melanoma,MEL
melanoma/ISIC_0012208.png,melanoma,MEL
melanoma/ISIC_0012270.png,melanoma,MEL
melanoma/ISIC_0012288.png,melanoma,MEL
melanoma/ISIC_0012290.png,melanoma,MEL
melanoma/ISIC_0012298.png,melanoma,MEL
melanoma/ISIC_0012321.png,melanoma,MEL
melanoma/ISIC_0012348.png,melanoma,MEL
melanoma/ISIC_0012356.png,melanoma,MEL
melanoma/ISIC_0012369.png,melanoma,MEL
melanoma/ISIC_0012382.png,melanoma,MEL
melanoma/ISIC_0012391.png,melanoma,MEL
melanoma/ISIC_0012395.png,melanoma,MEL
melanoma/ISIC_0012418.png,melanoma,MEL
melanoma/ISIC_0012425.png,melanoma,MEL
melanoma/ISIC_0012434.png,melanoma,MEL
melanoma/ISIC_0012435.png,melanoma,MEL
melanoma/ISIC_0012450.png,melanoma,MEL
melanoma/ISIC_0012472.png,melanoma,MEL
melanoma/ISIC_0012512.png,melanoma,MEL
melanoma/ISIC_0012570.png,melanoma,MEL
melanoma/ISIC_0012571.png,melanoma,MEL
melanoma/ISIC_0012574.png,melanoma,MEL
melanoma/ISIC_0012577.png,melanoma,MEL
melanoma/ISIC_0012580.png,melanoma,MEL
melanoma/ISIC_0012592.png,melanoma,MEL
melanoma/ISIC_0012594.png,melanoma,MEL
melanoma/ISIC_0012595.png,melanoma,MEL
melanoma/ISIC_0012601.png,melanoma,MEL
melanoma/ISIC_0012610.png,melanoma,MEL
melanoma/ISIC_0012629.png,melanoma,MEL
melanoma/ISIC_0012630.png,melanoma,MEL
melanoma/ISIC_0012633.png,melanoma,MEL
melanoma/ISIC_0012637.png,melanoma,MEL
melanoma/ISIC_0012678.png,melanoma,MEL
melanoma/ISIC_0012701.png,melanoma,MEL
melanoma/ISIC_0012715.png,melanoma,MEL
melanoma/ISIC_0012749.png,melanoma,MEL
melanoma/ISIC_0012756.png,melanoma,MEL
melanoma/ISIC_0012758.png,melanoma,MEL
melanoma/ISIC_0012843.png,melanoma,MEL
melanoma/ISIC_0012887.png,melanoma,MEL
melanoma/ISIC_0012930.png,melanoma,MEL
melanoma/ISIC_0012988.png,melanoma,MEL
melanoma/ISIC_0012989.png,melanoma,MEL
melanoma/ISIC_0012990.png,melanoma,MEL
melanoma/ISIC_0013072.png,melanoma,MEL
melanoma/ISIC_0013073.png,melanoma,MEL
melanoma/ISIC_0013079.png,melanoma,MEL
melanoma/ISIC_0013141.png,melanoma,MEL
melanoma/ISIC_0013198.png,melanoma,MEL
melanoma/ISIC_0013225.png,melanoma,MEL
melanoma/ISIC_0013232.png,melanoma,MEL
melanoma/ISIC_0013242.png,melanoma,MEL
melanoma/ISIC_0013258.png,melanoma,MEL
melanoma/ISIC_0013277.png,melanoma,MEL
melanoma/ISIC_0013321.png,melanoma,MEL
melanoma/ISIC_0013334.png,melanoma,MEL
melanoma/ISIC_0013359.png,melanoma,MEL
melanoma/ISIC_0013365.png,melanoma,MEL
melanoma/ISIC_0013374.png,melanoma,MEL
melanoma/ISIC_0013411.png,melanoma,MEL
melanoma/ISIC_0013414.png,melanoma,MEL
melanoma/ISIC_0013427.png,melanoma,MEL
melanoma/ISIC_0013429.png,melanoma,MEL
melanoma/ISIC_0013444.png,melanoma,MEL
melanoma/ISIC_0013457.png,melanoma,MEL
melanoma/ISIC_0013459.png,melanoma,MEL
melanoma/ISIC_0013460.png,melanoma,MEL
melanoma/ISIC_0013472.png,melanoma,MEL
melanoma/ISIC_0013473.png,melanoma,MEL
melanoma/ISIC_0013490.png,melanoma,MEL
melanoma/ISIC_0013491.png,melanoma,MEL
melanoma/ISIC_0013497.png,melanoma,MEL
melanoma/ISIC_0013499.png,melanoma,MEL
melanoma/ISIC_0013500.png,melanoma,MEL
melanoma/ISIC_0013501.png,melanoma,MEL
melanoma/ISIC_0013518.png,melanoma,MEL
melanoma/ISIC_0013525.png,melanoma,MEL
melanoma/ISIC_0013530.png,melanoma,MEL
melanoma/ISIC_0013548.png,melanoma,MEL
melanoma/ISIC_0013549.png,melanoma,MEL
melanoma/ISIC_0013567.png,melanoma,MEL
melanoma/ISIC_0013572.png,melanoma,MEL
melanoma/ISIC_0013573.png,melanoma,MEL
melanoma/ISIC_0013577.png,melanoma,MEL
melanoma/ISIC_0013578.png,melanoma,MEL
melanoma/ISIC_0013579.png,melanoma,MEL
melanoma/ISIC_0013581.png,melanoma,MEL
melanoma/ISIC_0013588.png,melanoma,MEL
melanoma/ISIC_0013594.png,melanoma,MEL
melanoma/ISIC_0013606.png,melanoma,MEL
melanoma/ISIC_0013610.png,melanoma,MEL
melanoma/ISIC_0013615.png,melanoma,MEL
melanoma/ISIC_0013617.png,melanoma,MEL
melanoma/ISIC_0013618.png,melanoma,MEL
melanoma/ISIC_0013626.png,melanoma,MEL
melanoma/ISIC_0013634.png,melanoma,MEL
melanoma/ISIC_0013639.png,melanoma,MEL
melanoma/ISIC_0013644.png,melanoma,MEL
melanoma/ISIC_0013646.png,melanoma,MEL
melanoma/ISIC_0013651.png,melanoma,MEL
melanoma/ISIC_0013652.png,melanoma,MEL
melanoma/ISIC_0013663.png,melanoma,MEL
melanoma/ISIC_0013671.png,melanoma,MEL
melanoma/ISIC_0013672.png,melanoma,MEL
melanoma/ISIC_0013674.png,melanoma,MEL
melanoma/ISIC_0013678.png,melanoma,MEL
melanoma/ISIC_0013696.png,melanoma,MEL
melanoma/ISIC_0013702.png,melanoma,MEL
melanoma/ISIC_0013733.png,melanoma,MEL
melanoma/ISIC_0013736.png,melanoma,MEL
melanoma/ISIC_0013739.png,melanoma,MEL
melanoma/ISIC_0013740.png,melanoma,MEL
melanoma/ISIC_0011495.png,melanoma,MEL
melanoma/ISIC_0011512.png,melanoma,MEL
melanoma/ISIC_0011532.png,melanoma,MEL
melanoma/ISIC_0011628.png,melanoma,MEL
melanoma/ISIC_0011704.png,melanoma,MEL
melanoma/ISIC_0011798.png,melanoma,MEL
melanoma/ISIC_0011874.png,melanoma,MEL
melanoma/ISIC_0011943.png,melanoma,MEL
melanoma/ISIC_0012049.png,melanoma,MEL
melanoma/ISIC_0012258.png,melanoma,MEL
melanoma/ISIC_0012471.png,melanoma,MEL
melanoma/ISIC_0012639.png,melanoma,MEL
melanoma/ISIC_0013184.png,melanoma,MEL
melanoma/ISIC_0013455.png,melanoma,MEL
melanoma/ISIC_0013565.png,melanoma,MEL
melanoma/ISIC_0013762.png,melanoma,MEL
melanoma/ISIC_0013766.png,melanoma,MEL
melanoma/ISIC_0013767.png,melanoma,MEL
melanoma/ISIC_0013768.png,melanoma,MEL
melanoma/ISIC_0013769.png,melanoma,MEL
melanoma/ISIC_0013775.png,melanoma,MEL
melanoma/ISIC_0013777.png,melanoma,MEL
melanoma/ISIC_0013783.png,melanoma,MEL
melanoma/ISIC_0013813.png,melanoma,MEL
melanoma/ISIC_0013814.png,melanoma,MEL
melanoma/ISIC_0013815.png,melanoma,MEL
melanoma/ISIC_0013828.png,melanoma,MEL
melanoma/ISIC_0013831.png,melanoma,MEL
melanoma/ISIC_0013832.png,melanoma,MEL
melanoma/ISIC_0013833.png,melanoma,MEL
melanoma/ISIC_0013834.png,melanoma,MEL
melanoma/ISIC_0013840.png,melanoma,MEL
melanoma/ISIC_0013842.png,melanoma,MEL
melanoma/ISIC_0013844.png,melanoma,MEL
melanoma/ISIC_0013845.png,melanoma,MEL
melanoma/ISIC_0013861.png,melanoma,MEL
melanoma/ISIC_0013865.png,melanoma,MEL
melanoma/ISIC_0013867.png,melanoma,MEL
melanoma/ISIC_0013874.png,melanoma,MEL
melanoma/ISIC_0013903.png,melanoma,MEL
melanoma/ISIC_0013908.png,melanoma,MEL
melanoma/ISIC_0013917.png,melanoma,MEL
melanoma/ISIC_0013925.png,melanoma,MEL
melanoma/ISIC_0013936.png,melanoma,MEL
melanoma/ISIC_0013948.png,melanoma,MEL
melanoma/ISIC_0013953.png,melanoma,MEL
melanoma/ISIC_0013969.png,melanoma,MEL
melanoma/ISIC_0013975.png,melanoma,MEL
melanoma/ISIC_0013984.png,melanoma,MEL
melanoma/ISIC_0013986.png,melanoma,MEL
melanoma/ISIC_0013987.png,melanoma,MEL
melanoma/ISIC_0013988.png,melanoma,MEL
melanoma/ISIC_0013992.png,melanoma,MEL
melanoma/ISIC_0013995.png,melanoma,MEL
melanoma/ISIC_0013997.png,melanoma,MEL
melanoma/ISIC_0014013.png,melanoma,MEL
melanoma/ISIC_0014027.png,melanoma,MEL
melanoma/ISIC_0014037.png,melanoma,MEL
melanoma/ISIC_0014044.png,melanoma,MEL
melanoma/ISIC_0014049.png,melanoma,MEL
melanoma/ISIC_0014059.png,melanoma,MEL
melanoma/ISIC_0014061.png,melanoma,MEL
melanoma/ISIC_0014062.png,melanoma,MEL
melanoma/ISIC_0014076.png,melanoma,MEL
melanoma/ISIC_0014077.png,melanoma,MEL
melanoma/ISIC_0014079.png,melanoma,MEL
melanoma/ISIC_0014082.png,melanoma,MEL
melanoma/ISIC_0014086.png,melanoma,MEL
melanoma/ISIC_0014088.png,melanoma,MEL
melanoma/ISIC_0014091.png,melanoma,MEL
melanoma/ISIC_0014092.png,melanoma,MEL
melanoma/ISIC_0014099.png,melanoma,MEL
melanoma/ISIC_0014103.png,melanoma,MEL
melanoma/ISIC_0014108.png,melanoma,MEL
melanoma/ISIC_0014110.png,melanoma,MEL
melanoma/ISIC_0014127.png,melanoma,MEL
melanoma/ISIC_0014129.png,melanoma,MEL
melanoma/ISIC_0014132.png,melanoma,MEL
melanoma/ISIC_0014133.png,melanoma,MEL
melanoma/ISIC_0014144.png,melanoma,MEL
melanoma/ISIC_0014148.png,melanoma,MEL
melanoma/ISIC_0014151.png,melanoma,MEL
melanoma/ISIC_0014156.png,melanoma,MEL
melanoma/ISIC_0014157.png,melanoma,MEL
melanoma/ISIC_0014160.png,melanoma,MEL
melanoma/ISIC_0014163.png,melanoma,MEL
melanoma/ISIC_0014165.png,melanoma,MEL
melanoma/ISIC_0014171.png,melanoma,MEL
melanoma/ISIC_0014173.png,melanoma,MEL
melanoma/ISIC_0014181.png,melanoma,MEL
melanoma/ISIC_0014183.png,melanoma,MEL
melanoma/ISIC_0014186.png,melanoma,MEL
melanoma/ISIC_0014187.png,melanoma,MEL
melanoma/ISIC_0014189.png,melanoma,MEL
melanoma/ISIC_0014190.png,melanoma,MEL
melanoma/ISIC_0014219.png,melanoma,MEL
melanoma/ISIC_0014221.png,melanoma,MEL
melanoma/ISIC_0014222.png,melanoma,MEL
melanoma/ISIC_0014229.png,melanoma,MEL
melanoma/ISIC_0014233.png,melanoma,MEL
melanoma/ISIC_0014238.png,melanoma,MEL
melanoma/ISIC_0014249.png,melanoma,MEL
melanoma/ISIC_0014255.png,melanoma,MEL
melanoma/ISIC_0014270.png,melanoma,MEL
melanoma/ISIC_0014284.png,melanoma,MEL
melanoma/ISIC_0014288.png,melanoma,MEL
melanoma/ISIC_0014289.png,melanoma,MEL
melanoma/ISIC_0014290.png,melanoma,MEL
melanoma/ISIC_0014291.png,melanoma,MEL
melanoma/ISIC_0014302.png,melanoma,MEL
melanoma/ISIC_0014308.png,melanoma,MEL
melanoma/ISIC_0014319.png,melanoma,MEL
melanoma/ISIC_0014324.png,melanoma,MEL
melanoma/ISIC_0014325.png,melanoma,MEL
melanoma/ISIC_0014327.png,melanoma,MEL
melanoma/ISIC_0014331.png,melanoma,MEL
melanoma/ISIC_0014336.png,melanoma,MEL
melanoma/ISIC_0014337.png,melanoma,MEL
melanoma/ISIC_0014347.png,melanoma,MEL
melanoma/ISIC_0014349.png,melanoma,MEL
